year,fips,population,per_income,employment_total
1973,1133,19.958,3346,9.906
1974,1133,20.125,3291,8.82
1975,1133,20.427,3839,7.923
1976,1133,20.98,4159,8.969
1977,1133,21.537,4622,9.537
1978,1133,21.699,5280,10.311
1979,1133,22.223,5786,10.517
1980,1133,21.966,6656,10.566
1969,2000,296,5322,143.816
1970,2000,304.328,5911,149.006
1971,2000,316.494,6269,153.071
1972,2000,326.494,6636,158.341
1973,2000,333.232,7525,167.102
1974,2000,344.696,8827,188.957
1975,2000,370.973,11205,227.185
1976,2000,393.115,12447,242.956
1977,2000,397.363,12789,236.928
1978,2000,402.191,13018,237.556
1979,2000,403.544,13745,240.753
1980,2000,405.315,15507,243.706
1969,2010,,,
1970,2010,,,
1971,2010,,,
1972,2010,,,
1973,2010,,,
1974,2010,,,
1975,2010,,,
1976,2010,,,
1977,2010,,,
1978,2010,,,
1979,2010,7.829,15648,6.779
1980,2010,7.813,16300,6.559
1969,2013,,,
1970,2013,,,
1971,2013,,,
1972,2013,,,
1973,2013,,,
1974,2013,,,
1975,2013,,,
1976,2013,,,
1977,2013,,,
1978,2013,,,
1979,2013,,,
1980,2013,,,
1969,2016,,,
1970,2016,,,
1971,2016,,,
1972,2016,,,
1973,2016,,,
1974,2016,,,
1975,2016,,,
1976,2016,,,
1977,2016,,,
1978,2016,,,
1979,2016,,,
1980,2016,,,
1969,2020,123.265,6264,65.14
1970,2020,127.569,6860,68.019
1971,2020,134.619,7144,70.565
1972,2020,143.203,7398,74.673
1973,2020,147.314,7919,78.823
1974,2020,152.386,9400,89.187
1975,2020,165.035,11534,103.092
1976,2020,174.496,12960,108.834
1977,2020,177.003,14187,112.514
1978,2020,179.642,14119,113.378
1979,2020,178.825,14829,113.681
1980,2020,175.808,16907,114.026
1969,2050,,,
1970,2050,,,
1971,2050,,,
1972,2050,,,
1973,2050,,,
1974,2050,,,
1975,2050,,,
1976,2050,,,
1977,2050,,,
1978,2050,,,
1979,2050,11.594,6462,3.531
1980,2050,11.052,8315,3.734
1969,2060,1.139,7674,1.137
1970,2060,1.156,9517,1.185
1971,2060,1.178,10214,1.202
1972,2060,1.044,11095,1.081
1973,2060,1.079,13662,1.227
1974,2060,1.137,14046,1.229
1975,2060,1.195,15894,1.342
1976,2060,1.178,19124,1.588
1977,2060,1.175,17694,1.451
1978,2060,1.085,20364,1.515
1979,2060,1.092,21156,1.563
1980,2060,1.114,22809,1.504
1969,2063,,,
1970,2063,,,
1971,2063,,,
1972,2063,,,
1973,2063,,,
1974,2063,,,
1975,2063,,,
1976,2063,,,
1977,2063,,,
1978,2063,,,
1979,2063,,,
1980,2063,,,
1969,2066,,,
1970,2066,,,
1971,2066,,,
1972,2066,,,
1973,2066,,,
1974,2066,,,
1975,2066,,,
1976,2066,,,
1977,2066,,,
1978,2066,,,
1979,2066,,,
1980,2066,,,
1969,2068,,,
1970,2068,,,
1971,2068,,,
1972,2068,,,
1973,2068,,,
1974,2068,,,
1975,2068,,,
1976,2068,,,
1977,2068,,,
1978,2068,,,
1979,2068,,,
1980,2068,,,
1969,2070,,,
1970,2070,,,
1971,2070,,,
1972,2070,,,
1973,2070,,,
1974,2070,,,
1975,2070,,,
1976,2070,,,
1977,2070,,,
1978,2070,,,
1979,2070,4.773,9383,2.406
1980,2070,4.584,11151,2.39
1969,2090,44.738,5577,23.084
1970,2090,45.94,6051,23.571
1971,2090,47.26,6152,23.042
1972,2090,47.69,6509,23.612
1973,2090,47.654,6888,23.221
1974,2090,48.48,9356,28.366
1975,2090,51.765,15613,38.163
1976,2090,55.983,15239,36.768
1977,2090,55.433,13811,34.246
1978,2090,55.325,13339,31.953
1979,2090,54.91,13782,32.015
1980,2090,54.52,15161,31.78
1969,2100,,,
1970,2100,,,
1971,2100,,,
1972,2100,,,
1973,2100,,,
1974,2100,,,
1975,2100,,,
1976,2100,,,
1977,2100,,,
1978,2100,,,
1979,2100,1.684,11229,0.702
1980,2100,1.701,13486,0.808
1969,2105,,,
1970,2105,,,
1971,2105,,,
1972,2105,,,
1973,2105,,,
1974,2105,,,
1975,2105,,,
1976,2105,,,
1977,2105,,,
1978,2105,,,
1979,2105,,,
1980,2105,,,
1969,2110,13.266,6642,7.038
1970,2110,13.71,7570,7.497
1971,2110,14.672,8196,7.926
1972,2110,15.151,8853,8.389
1973,2110,15.861,9330,8.616
1974,2110,16.575,10183,9.06
1975,2110,17.648,12253,10.816
1976,2110,18.621,13732,11.549
1977,2110,19.143,14583,11.939
1978,2110,19.428,16680,13.158
1979,2110,19.866,17060,13.31
1980,2110,19.727,20354,13.989
1969,2122,,,
1970,2122,,,
1971,2122,,,
1972,2122,,,
1973,2122,,,
1974,2122,,,
1975,2122,,,
1976,2122,,,
1977,2122,,,
1978,2122,,,
1979,2122,23.524,13173,12.851
1980,2122,25.653,14247,13.102
1969,2130,9.945,4759,4.996
1970,2130,10.102,5310,5.155
1971,2130,10.577,5722,5.351
1972,2130,10.493,6632,5.631
1973,2130,10.654,8001,6.244
1974,2130,11.017,8903,6.621
1975,2130,11.52,9011,6.372
1976,2130,11.402,10680,6.591
1977,2130,11.34,11502,6.638
1978,2130,11.288,12694,6.539
1979,2130,11.13,14476,6.804
1980,2130,11.482,16963,7.346
1969,2150,9.262,4873,5.014
1970,2150,9.396,6126,5.62
1971,2150,9.445,6885,6.042
1972,2150,9.195,6662,5.403
1973,2150,8.223,9342,6.2
1974,2150,8.686,11341,6.654
1975,2150,9.153,12379,7.194
1976,2150,9.238,13497,7.693
1977,2150,9.197,12945,7.063
1978,2150,9.158,14797,7.937
1979,2150,9.432,16204,8.258
1980,2150,10.004,17202,8.383
1969,2158,3.908,1888,0.889
1970,2158,3.91,2360,1.012
1971,2158,3.94,2487,0.884
1972,2158,4.074,2754,0.9
1973,2158,4.289,4721,0.922
1974,2158,4.469,3862,0.933
1975,2158,4.666,4340,1.011
1976,2158,4.666,5144,1.112
1977,2158,4.656,4460,1.121
1978,2158,4.656,4861,1.158
1979,2158,4.686,5108,1.201
1980,2158,4.646,6289,1.32
1969,2164,,,
1970,2164,,,
1971,2164,,,
1972,2164,,,
1973,2164,,,
1974,2164,,,
1975,2164,,,
1976,2164,,,
1977,2164,,,
1978,2164,,,
1979,2164,,,
1980,2164,,,
1969,2170,6.431,4680,2.157
1970,2170,6.661,5307,2.31
1971,2170,7.256,5887,2.559
1972,2170,7.807,6517,2.829
1973,2170,8.415,7035,2.999
1974,2170,8.969,8709,3.528
1975,2170,10.201,11105,3.85
1976,2170,11.631,12571,4.466
1977,2170,12.677,13276,5.136
1978,2170,14.432,13214,5.712
1979,2170,16.206,12963,5.758
1980,2170,18.031,13262,5.709
1969,2180,5.705,3240,1.746
1970,2180,5.753,2950,1.392
1971,2180,5.818,3344,1.44
1972,2180,5.864,3722,1.535
1973,2180,5.972,5938,1.663
1974,2180,6.215,5493,1.774
1975,2180,6.553,6837,2.032
1976,2180,6.779,7803,2.327
1977,2180,6.704,7690,2.218
1978,2180,6.708,7971,2.426
1979,2180,6.608,8390,2.53
1980,2180,6.57,9689,2.501
1969,2185,,,
1970,2185,,,
1971,2185,,,
1972,2185,,,
1973,2185,,,
1974,2185,,,
1975,2185,,,
1976,2185,,,
1977,2185,,,
1978,2185,,,
1979,2185,3.798,14918,5.832
1980,2185,4.239,17092,6.377
1969,2188,3.983,2433,0.993
1970,2188,4.054,2795,1.032
1971,2188,4.093,3190,1.07
1972,2188,4.093,3895,1.24
1973,2188,4.455,5899,1.218
1974,2188,4.469,5465,1.19
1975,2188,4.865,6430,1.453
1976,2188,4.76,6677,1.47
1977,2188,4.751,7723,1.662
1978,2188,4.778,7896,1.57
1979,2188,4.843,7553,1.519
1980,2188,4.809,9183,1.606
1969,2195,,,
1970,2195,,,
1971,2195,,,
1972,2195,,,
1973,2195,,,
1974,2195,,,
1975,2195,,,
1976,2195,,,
1977,2195,,,
1978,2195,,,
1979,2195,,,
1980,2195,,,
1969,2198,,,
1970,2198,,,
1971,2198,,,
1972,2198,,,
1973,2198,,,
1974,2198,,,
1975,2198,,,
1976,2198,,,
1977,2198,,,
1978,2198,,,
1979,2198,,,
1980,2198,,,
1969,2201,,,
1970,2201,,,
1971,2201,,,
1972,2201,,,
1973,2201,,,
1974,2201,,,
1975,2201,,,
1976,2201,,,
1977,2201,,,
1978,2201,,,
1979,2201,4,9547,1.434
1980,2201,3.915,11890,1.516
1969,2220,,,
1970,2220,,,
1971,2220,,,
1972,2220,,,
1973,2220,,,
1974,2220,,,
1975,2220,,,
1976,2220,,,
1977,2220,,,
1978,2220,,,
1979,2220,7.652,14077,5.103
1980,2220,7.84,14889,4.77
1969,2230,,,
1970,2230,,,
1971,2230,,,
1972,2230,,,
1973,2230,,,
1974,2230,,,
1975,2230,,,
1976,2230,,,
1977,2230,,,
1978,2230,,,
1979,2230,,,
1980,2230,,,
1969,2231,,,
1970,2231,,,
1971,2231,,,
1972,2231,,,
1973,2231,,,
1974,2231,,,
1975,2231,,,
1976,2231,,,
1977,2231,,,
1978,2231,,,
1979,2231,2.765,11809,1.498
1980,2231,3.468,10770,1.531
1969,2232,,,
1970,2232,,,
1971,2232,,,
1972,2232,,,
1973,2232,,,
1974,2232,,,
1975,2232,,,
1976,2232,,,
1977,2232,,,
1978,2232,,,
1979,2232,,,
1980,2232,,,
1969,2240,,,
1970,2240,,,
1971,2240,,,
1972,2240,,,
1973,2240,,,
1974,2240,,,
1975,2240,,,
1976,2240,,,
1977,2240,,,
1978,2240,,,
1979,2240,5.469,10907,2.369
1980,2240,5.749,10824,2.303
1969,2261,,,
1970,2261,,,
1971,2261,,,
1972,2261,,,
1973,2261,,,
1974,2261,,,
1975,2261,,,
1976,2261,,,
1977,2261,,,
1978,2261,,,
1979,2261,8.725,12660,4.556
1980,2261,8.47,15996,4.76
1969,2275,,,
1970,2275,,,
1971,2275,,,
1972,2275,,,
1973,2275,,,
1974,2275,,,
1975,2275,,,
1976,2275,,,
1977,2275,,,
1978,2275,,,
1979,2275,,,
1980,2275,,,
1969,2280,,,
1970,2280,,,
1971,2280,,,
1972,2280,,,
1973,2280,,,
1974,2280,,,
1975,2280,,,
1976,2280,,,
1977,2280,,,
1978,2280,,,
1979,2280,6.146,12285,3.27
1980,2280,6.252,15455,4.146
1969,2282,,,
1970,2282,,,
1971,2282,,,
1972,2282,,,
1973,2282,,,
1974,2282,,,
1975,2282,,,
1976,2282,,,
1977,2282,,,
1978,2282,,,
1979,2282,,,
1980,2282,,,
1969,2290,,,
1970,2290,,,
1971,2290,,,
1972,2290,,,
1973,2290,,,
1974,2290,,,
1975,2290,,,
1976,2290,,,
1977,2290,,,
1978,2290,,,
1979,2290,7.987,10575,3.783
1980,2290,7.868,11419,3.546
1969,2901,7.964,7175,5.993
1970,2901,8.127,7950,5.94
1971,2901,8.023,8915,6.165
1972,2901,7.845,8819,5.439
1973,2901,7.734,10461,5.674
1974,2901,8.47,10296,5.899
1975,2901,8.523,10910,6
1976,2901,8.599,13104,6.991
1977,2901,8.458,12648,6.687
1978,2901,8.067,14996,7.098
1979,2901,,,
1980,2901,,,
1969,2903,0.503,3980,0.426
1970,2903,0.502,2757,0.441
1971,2903,0.517,3261,0.478
1972,2903,0.457,4072,0.499
1973,2903,0.43,7602,0.579
1974,2903,0.532,6340,0.592
1975,2903,0.656,5973,0.319
1976,2903,0.615,7000,0.425
1977,2903,0.594,6719,0.35
1978,2903,0.621,8320,0.297
1979,2903,,,
1980,2903,,,
1969,2904,3.376,3772,1.933
1970,2904,3.456,3967,1.879
1971,2904,3.462,4685,1.77
1972,2904,3.347,5034,1.759
1973,2904,3.416,6373,1.589
1974,2904,3.466,7051,1.97
1975,2904,3.511,11961,6.564
1976,2904,3.865,15298,7.26
1977,2904,3.775,16946,6.101
1978,2904,3.713,18033,6.348
1979,2904,,,
1980,2904,,,
1969,2905,7.617,1643,1.494
1970,2905,7.744,2253,1.596
1971,2905,7.788,2528,1.641
1972,2905,8.003,2847,1.775
1973,2905,8.514,5098,2.04
1974,2905,8.818,4601,2.37
1975,2905,9.439,5097,2.9
1976,2905,9.559,5085,2.894
1977,2905,9.544,5560,3.107
1978,2905,9.551,6128,3.107
1979,2905,,,
1980,2905,,,
1969,2907,3.461,1966,1.013
1970,2907,3.484,2546,1.056
1971,2907,3.571,2813,0.963
1972,2907,3.728,2636,0.824
1973,2907,3.789,4914,0.994
1974,2907,3.896,4602,1.05
1975,2907,4.093,5280,1.217
1976,2907,4.12,5539,1.273
1977,2907,4.161,6069,1.36
1978,2907,4.241,7040,1.579
1979,2907,,,
1980,2907,,,
1969,2908,1.846,3946,0.891
1970,2908,1.863,4498,0.918
1971,2908,1.936,5002,0.959
1972,2908,1.866,5499,0.946
1973,2908,1.924,7129,1.11
1974,2908,1.971,7695,1.133
1975,2908,2.151,9398,1.198
1976,2908,2.325,9996,1.293
1977,2908,2.183,11748,1.288
1978,2908,2.179,13127,1.339
1979,2908,,,
1980,2908,,,
1969,2910,1.474,3554,0.586
1970,2910,1.541,4144,0.6
1971,2910,1.722,4186,0.62
1972,2910,1.691,5025,0.69
1973,2910,1.692,6610,0.77
1974,2910,1.844,6976,0.804
1975,2910,1.996,6862,0.698
1976,2910,1.915,7425,0.689
1977,2910,1.742,7939,0.637
1978,2910,1.67,8943,0.627
1979,2910,,,
1980,2910,,,
1969,2912,13.909,3857,5.082
1970,2912,14.224,4097,5.2
1971,2912,14.106,4629,5.333
1972,2912,14.134,4948,5.233
1973,2912,13.481,5912,5.625
1974,2912,13.506,7276,6.252
1975,2912,15.27,9436,7.95
1976,2912,17.009,11050,9.365
1977,2912,18.702,12050,10.719
1978,2912,19.712,12203,10.309
1979,2912,,,
1980,2912,,,
1969,2916,2.306,2769,0.656
1970,2916,2.302,3158,0.596
1971,2916,2.271,3712,0.573
1972,2916,2.279,3814,0.564
1973,2916,2.426,5305,0.545
1974,2916,2.602,5141,0.618
1975,2916,2.763,4641,0.572
1976,2916,2.776,4968,0.665
1977,2916,2.667,4615,0.595
1978,2916,2.658,4889,0.553
1979,2916,,,
1980,2916,,,
1969,2919,1.66,4047,0.595
1970,2919,1.699,4549,0.575
1971,2919,1.749,4867,0.573
1972,2919,1.648,5981,0.582
1973,2919,1.602,8367,0.643
1974,2919,1.635,8804,0.684
1975,2919,1.664,8581,0.608
1976,2919,1.603,9130,0.631
1977,2919,1.572,9555,0.705
1978,2919,1.316,12220,0.716
1979,2919,,,
1980,2919,,,
1969,2920,2.065,4483,0.677
1970,2920,2.082,5426,0.715
1971,2920,1.95,6181,0.744
1972,2920,1.96,7054,0.782
1973,2920,2.277,8021,0.907
1974,2920,2.547,7878,0.93
1975,2920,2.58,7278,0.855
1976,2920,2.782,6656,0.67
1977,2920,2.63,9505,0.889
1978,2920,2.81,8746,0.817
1979,2920,,,
1980,2920,,,
1969,2921,2.327,3922,0.908
1970,2921,2.346,5064,0.992
1971,2921,2.378,5341,1.028
1972,2921,2.551,5438,1.075
1973,2921,2.437,7076,1.125
1974,2921,2.584,7772,1.201
1975,2921,2.992,8834,1.476
1976,2921,2.843,11190,1.541
1977,2921,2.736,11168,1.523
1978,2921,2.859,11844,1.668
1979,2921,,,
1980,2921,,,
1969,2922,5.948,5009,3.277
1970,2922,6.14,5702,3.45
1971,2922,6.424,5978,3.526
1972,2922,6.215,7075,3.82
1973,2922,6.831,7603,4.058
1974,2922,6.87,8722,4.328
1975,2922,6.805,8616,3.816
1976,2922,7.236,9388,3.877
1977,2922,7.568,10020,4.174
1978,2922,7.883,11287,4.588
1979,2922,,,
1980,2922,,,
1969,2923,2.113,3190,0.734
1970,2923,2.163,3815,0.745
1971,2923,2.168,4328,0.774
1972,2923,2.314,4513,0.848
1973,2923,2.234,6540,0.926
1974,2923,2.327,6696,0.955
1975,2923,2.597,6422,1.044
1976,2923,2.65,7009,1.064
1977,2923,2.597,7960,1.059
1978,2923,2.846,7889,1.108
1979,2923,,,
1980,2923,,,
1969,2924,4.076,4064,1.523
1970,2924,4.179,4730,1.581
1971,2924,4.245,5163,1.588
1972,2924,4.377,5679,1.669
1973,2924,4.606,6785,1.9
1974,2924,4.537,7734,1.997
1975,2924,4.683,10509,2.267
1976,2924,5.191,15706,3.629
1977,2924,5.134,8511,1.889
1978,2924,5.158,8810,1.854
1979,2924,,,
1980,2924,,,
1969,2925,1.249,4288,0.441
1970,2925,1.284,4862,0.465
1971,2925,1.386,5013,0.481
1972,2925,1.445,5306,0.5
1973,2925,1.63,9408,0.711
1974,2925,1.862,10296,2.049
1975,2925,1.811,11522,1.067
1976,2925,1.801,11887,0.867
1977,2925,1.857,10763,0.592
1978,2925,1.806,10718,0.468
1979,2925,,,
1980,2925,,,
1969,2926,2.959,4512,1.266
1970,2926,3.155,5072,1.304
1971,2926,3.421,5585,1.447
1972,2926,3.495,5854,1.438
1973,2926,3.424,7042,1.654
1974,2926,3.537,11370,2.243
1975,2926,4.946,14541,5.502
1976,2926,7.343,17850,9.327
1977,2926,7.489,13799,5.475
1978,2926,6.911,11159,3.553
1979,2926,,,
1980,2926,,,
1969,2928,4.922,4361,2.441
1970,2928,5.025,4844,2.423
1971,2928,5.678,4791,2.541
1972,2928,5.483,6019,2.811
1973,2928,5.669,7186,3.058
1974,2928,6.082,7357,3.071
1975,2928,6.441,7082,2.851
1976,2928,6.44,7983,3.001
1977,2928,6.237,8885,3.21
1978,2928,6.317,10523,3.387
1979,2928,,,
1980,2928,,,
1969,2929,4.583,3625,1.686
1970,2929,4.761,4231,1.737
1971,2929,4.841,4691,1.786
1972,2929,5.042,4880,1.794
1973,2929,5.2,6643,2.061
1974,2929,5.207,7477,2.269
1975,2929,5.451,11236,4.956
1976,2929,5.689,13260,5.096
1977,2929,5.638,10380,2.58
1978,2929,5.373,10999,2.794
1979,2929,,,
1980,2929,,,
1969,4000,1737,3643,711.344
1970,4000,1794.912,4020,746.653
1971,4000,1896.108,4354,785.731
1972,4000,2008.847,4711,849.706
1973,4000,2125.281,5145,924.89
1974,4000,2224.342,5546,955.104
1975,4000,2286.348,5825,935.07
1976,4000,2347.976,6309,976.118
1977,4000,2427.31,6858,1047.5
1978,4000,2517.852,7768,1149.617
1979,4000,2638.582,8712,1240.161
1980,4000,2737.774,9671,1282.615
1969,4001,34.2,2361,12.373
1970,4001,32.883,2717,10.519
1971,4001,35.537,2855,10.264
1972,4001,37.048,3164,10.713
1973,4001,39.525,3345,11.091
1974,4001,40.271,3600,12.332
1975,4001,42.907,3787,12.707
1976,4001,44.294,4163,13.947
1977,4001,48.487,4129,14.729
1978,4001,50.682,5118,16.455
1979,4001,52.122,5180,16.616
1980,4001,51.936,5378,14.73
1969,4003,60.5,3888,26.468
1970,4003,62.77,4116,26.15
1971,4003,67.149,4629,28.259
1972,4003,70.938,4947,29.255
1973,4003,74.558,5281,30.088
1974,4003,76.165,5546,30.429
1975,4003,76.922,5781,29.245
1976,4003,78.946,6161,29.568
1977,4003,80.688,6543,30.807
1978,4003,83.16,7201,32.605
1979,4003,86.268,7470,32.952
1980,4003,86.172,8468,34.124
1969,4005,48.2,3040,19.472
1970,4005,49.18,3288,20.148
1971,4005,53.33,3590,21.705
1972,4005,58.203,3988,24.041
1973,4005,61.654,4452,26.189
1974,4005,64.831,4574,26.719
1975,4005,69.825,4808,26.902
1976,4005,66.403,5449,27.565
1977,4005,68.939,5772,29.57
1978,4005,70.815,6642,32.397
1979,4005,73.357,7098,33.879
1980,4005,75.579,7944,35.165
1969,4007,28.9,2534,9.504
1970,4007,29.559,2945,10.455
1971,4007,30.973,2997,10.051
1972,4007,31.217,3596,10.968
1973,4007,32.282,4284,12.789
1974,4007,32.993,4341,13.054
1975,4007,32.536,4884,12.073
1976,4007,33.884,4991,11.804
1977,4007,34.3,5551,12.525
1978,4007,35.643,6087,13.261
1979,4007,36.471,6825,14.193
1980,4007,37.275,7473,14.237
1969,4009,16.2,2467,4.61
1970,4009,16.722,2895,4.794
1971,4009,17.452,2966,4.853
1972,4009,17.577,3402,5.008
1973,4009,18.682,4184,5.232
1974,4009,19.959,4232,5.416
1975,4009,19.721,3987,5.397
1976,4009,20.897,4528,5.66
1977,4009,21.045,4747,5.921
1978,4009,20.675,5579,6.245
1979,4009,21.251,6137,6.473
1980,4009,22.92,6453,6.747
1969,4011,10.2,3409,3.997
1970,4011,10.477,3989,4.653
1971,4011,11.171,3739,4.16
1972,4011,11.236,4309,4.574
1973,4011,11.61,5180,5.727
1974,4011,12.353,5102,5.945
1975,4011,12.159,5437,5.208
1976,4011,11.919,5813,4.696
1977,4011,11.859,5814,4.404
1978,4011,12.065,6549,4.434
1979,4011,12.22,7510,4.603
1980,4011,11.422,8394,4.448
1969,4012,,,
1970,4012,,,
1971,4012,,,
1972,4012,,,
1973,4012,,,
1974,4012,,,
1975,4012,,,
1976,4012,,,
1977,4012,,,
1978,4012,,,
1979,4012,,,
1980,4012,,,
1969,4013,946,3896,409.651
1970,4013,980.133,4297,430.59
1971,4013,1026.421,4655,451.549
1972,4013,1087.211,5054,493.167
1973,4013,1156.753,5501,543.094
1974,4013,1217.419,5897,559.503
1975,4013,1253.869,6171,541.909
1976,4013,1280.015,6761,571.481
1977,4013,1329.837,7421,623.552
1978,4013,1388.892,8456,698.014
1979,4013,1456.853,9575,760.016
1980,4013,1520.84,10642,788.917
1969,4015,24.6,3742,8.985
1970,4015,26.338,3891,9.297
1971,4015,28.736,4130,9.969
1972,4015,31.084,4374,10.832
1973,4015,34.03,4804,11.853
1974,4015,36.572,4983,13.269
1975,4015,39.388,5372,13.882
1976,4015,42.458,5437,14.593
1977,4015,43.312,6220,15.773
1978,4015,46.017,7148,17.606
1979,4015,51.783,7676,20.022
1980,4015,56.423,8169,21.285
1969,4017,46.5,2110,11.197
1970,4017,48.246,2305,11.547
1971,4017,51.231,2590,12.436
1972,4017,52.356,2875,13.071
1973,4017,53.573,3274,14.223
1974,4017,56.516,3548,15.757
1975,4017,58.75,4046,16.57
1976,4017,61.039,4312,17.787
1977,4017,60.804,5075,19.933
1978,4017,62.961,5837,21.582
1979,4017,66.41,6004,21.924
1980,4017,67.482,6529,21.91
1969,4019,345,3643,135.562
1970,4019,355.962,4076,144.257
1971,4019,380.255,4402,153.91
1972,4019,407.515,4675,165.82
1973,4019,428.558,5058,177.412
1974,4019,443.741,5455,181.576
1975,4019,459.738,5767,180.791
1976,4019,471.596,6151,185.903
1977,4019,483.484,6638,193.919
1978,4019,497.687,7410,206.946
1979,4019,523.341,8262,224.813
1980,4019,535.78,9291,234.354
1969,4021,67.4,3082,23.851
1970,4021,69.547,3223,25.984
1971,4021,73.798,3528,26.87
1972,4021,76.759,3793,29.113
1973,4021,80.915,4249,31.376
1974,4021,84.538,5139,32.945
1975,4021,83.811,4819,31.451
1976,4021,86.408,5468,31.583
1977,4021,87.094,5556,31.416
1978,4021,87.593,6043,30.984
1979,4021,89.495,7225,32.656
1980,4021,91.342,7765,31.936
1969,4023,13.7,3151,5.491
1970,4023,14.11,3556,5.979
1971,4023,14.799,3964,6.624
1972,4023,15.689,4250,7.04
1973,4023,16.505,4757,7.78
1974,4023,17.355,4962,8.102
1975,4023,17.094,5726,7.951
1976,4023,17.895,6037,8.057
1977,4023,18.265,6371,8.107
1978,4023,18.605,7072,8.641
1979,4023,19.657,7350,9.04
1980,4023,20.505,7951,9.361
1969,4025,35.8,3456,11.706
1970,4025,37.57,3843,12.55
1971,4025,40.403,4240,13.909
1972,4025,44.864,4535,15.086
1973,4025,47.951,5030,16.708
1974,4025,50.233,5246,17.382
1975,4025,50.194,5970,17.37
1976,4025,55.746,5973,18.441
1977,4025,59.742,6440,20.271
1978,4025,62.377,7211,21.755
1979,4025,65.842,7854,23.433
1980,4025,68.705,8989,24.767
1969,4027,59.8,3503,28.477
1970,4027,61.415,3828,29.73
1971,4027,64.853,4195,31.172
1972,4027,67.15,4421,31.018
1973,4027,68.685,4713,31.328
1974,4027,71.396,5806,32.675
1975,4027,69.434,6223,33.614
1976,4027,76.476,6348,35.033
1977,4027,79.454,6553,36.573
1978,4027,80.68,7198,38.692
1979,4027,83.512,8419,39.541
1980,4027,91.393,8665,40.634
1969,5000,1913,2681,799.917
1970,5000,1930.077,2915,805.274
1971,5000,1972.028,3176,830.624
1972,5000,2018.116,3504,867.24
1973,5000,2058.491,4069,901.673
1974,5000,2100.385,4453,927.399
1975,5000,2158.291,4769,904.885
1976,5000,2168.688,5247,941.116
1977,5000,2207.228,5736,981.263
1978,5000,2241.019,6546,1021.156
1979,5000,2269.115,7090,1031.309
1980,5000,2288.738,7597,1032.439
1969,5001,23.393,3120,11.513
1970,5001,23.311,3601,11.654
1971,5001,23.328,3630,11.735
1972,5001,23.17,4126,12.077
1973,5001,23.59,5751,12.191
1974,5001,23.695,6783,12.499
1975,5001,23.874,5969,12.467
1976,5001,24.218,6086,12.794
1977,5001,23.869,6323,12.757
1978,5001,24.425,8516,13.08
1979,5001,24.126,8102,12.741
1980,5001,24.191,8113,12.779
1969,5003,24.963,2512,10.414
1970,5003,25.015,2878,10.489
1971,5003,25.44,3105,10.532
1972,5003,25.642,3258,10.221
1973,5003,25.481,3944,10.766
1974,5003,25.478,4268,10.816
1975,5003,25.832,4535,10.665
1976,5003,26.164,5108,10.82
1977,5003,26.625,5647,11.077
1978,5003,26.946,6601,11.669
1979,5003,26.748,7187,10.924
1980,5003,26.607,7354,10.613
1969,5005,14.798,2680,5.816
1970,5005,15.525,2940,6.155
1971,5005,16.578,3251,6.96
1972,5005,18.16,3436,7.622
1973,5005,19.884,3912,8.462
1974,5005,21.335,4319,9.289
1975,5005,22.746,4744,9.681
1976,5005,24.472,5223,11.198
1977,5005,26.097,5541,11.118
1978,5005,26.471,6249,11.151
1979,5005,27.093,6769,10.94
1980,5005,27.482,7920,11.409
1969,5007,49.171,2670,22.846
1970,5007,50.853,2893,24.461
1971,5007,53.449,3139,24.639
1972,5007,57.211,3521,26.269
1973,5007,59.612,4124,27.659
1974,5007,62.271,4373,28.566
1975,5007,63.175,5065,27.746
1976,5007,66.69,5550,30.196
1977,5007,70.714,5927,32.116
1978,5007,73.491,6675,34.446
1979,5007,76.545,7247,36.007
1980,5007,78.374,8130,37.369
1969,5009,18.834,2719,8.662
1970,5009,19.11,2995,8.574
1971,5009,19.256,3363,8.969
1972,5009,20.174,3800,9.663
1973,5009,20.984,4250,10.267
1974,5009,21.635,4662,10.908
1975,5009,22.771,4732,10.805
1976,5009,23.039,5360,11.469
1977,5009,23.652,5871,12.139
1978,5009,24.267,6494,13.111
1979,5009,25.395,6972,13.62
1980,5009,26.119,7440,13.295
1969,5011,12.933,2392,4.898
1970,5011,12.81,2597,4.95
1971,5011,13.082,2889,5.269
1972,5011,13.268,3184,5.14
